Dev fold; Tune set; Parameters; Tune loss
2; 630; {'lr': 0.0004342857142857143, 'num_layers': 2, 'dropout': 0.10714285714285714, 'mask_prob': 0.5, 'upscale_dim': 64, 'batch_size': 128, 'num_heads': 1, 'inner_dim': 128}; 0.0001
2; 631; {'lr': 0.0007878571428571429, 'num_layers': 2, 'dropout': 0.21428571428571427, 'mask_prob': 0.42999999999999994, 'upscale_dim': 512, 'batch_size': 128, 'num_heads': 512, 'inner_dim': 4096}; 0.0012
2; 632; {'lr': 0.0004342857142857143, 'num_layers': 4, 'dropout': 0.25, 'mask_prob': 0.185, 'upscale_dim': 512, 'batch_size': 128, 'num_heads': 64, 'inner_dim': 1024}; 0.0010
2; 633; {'lr': 0.0007171428571428572, 'num_layers': 1, 'dropout': 0.21428571428571427, 'mask_prob': 0.11499999999999998, 'upscale_dim': 128, 'batch_size': 128, 'num_heads': 32, 'inner_dim': 1024}; 0.0001
2; 634; {'lr': 0.000505, 'num_layers': 1, 'dropout': 0.25, 'mask_prob': 0.01, 'upscale_dim': 14, 'batch_size': 128, 'num_heads': 7, 'inner_dim': 14}; 0.0083
2; 635; {'lr': 0.0006464285714285715, 'num_layers': 1, 'dropout': 0.14285714285714285, 'mask_prob': 0.42999999999999994, 'upscale_dim': 14, 'batch_size': 128, 'num_heads': 14, 'inner_dim': 14}; 0.0069
2; 636; {'lr': 0.0009292857142857143, 'num_layers': 1, 'dropout': 0.03571428571428571, 'mask_prob': 0.29, 'upscale_dim': 512, 'batch_size': 128, 'num_heads': 256, 'inner_dim': 512}; 0.0007
2; 637; {'lr': 0.0003635714285714286, 'num_layers': 2, 'dropout': 0.17857142857142855, 'mask_prob': 0.46499999999999997, 'upscale_dim': 14, 'batch_size': 128, 'num_heads': 14, 'inner_dim': 14}; 0.0058
2; 638; {'lr': 0.0008585714285714286, 'num_layers': 2, 'dropout': 0.07142857142857142, 'mask_prob': 0.42999999999999994, 'upscale_dim': 14, 'batch_size': 128, 'num_heads': 1, 'inner_dim': 112}; 0.0065
2; 639; {'lr': 0.00022214285714285717, 'num_layers': 4, 'dropout': 0.0, 'mask_prob': 0.39499999999999996, 'upscale_dim': 256, 'batch_size': 128, 'num_heads': 1, 'inner_dim': 256}; 0.0004
2; 640; {'lr': 0.0003635714285714286, 'num_layers': 8, 'dropout': 0.21428571428571427, 'mask_prob': 0.11499999999999998, 'upscale_dim': 128, 'batch_size': 128, 'num_heads': 64, 'inner_dim': 256}; 0.0008
2; 641; {'lr': 0.0007171428571428572, 'num_layers': 4, 'dropout': 0.17857142857142855, 'mask_prob': 0.01, 'upscale_dim': 14, 'batch_size': 128, 'num_heads': 2, 'inner_dim': 14}; 0.0082
2; 642; {'lr': 0.00015142857142857145, 'num_layers': 8, 'dropout': 0.14285714285714285, 'mask_prob': 0.5, 'upscale_dim': 64, 'batch_size': 128, 'num_heads': 1, 'inner_dim': 128}; 0.0000
2; 643; {'lr': 0.001, 'num_layers': 1, 'dropout': 0.39285714285714285, 'mask_prob': 0.46499999999999997, 'upscale_dim': 128, 'batch_size': 128, 'num_heads': 64, 'inner_dim': 256}; 0.0035
2; 644; {'lr': 0.0005757142857142857, 'num_layers': 1, 'dropout': 0.21428571428571427, 'mask_prob': 0.39499999999999996, 'upscale_dim': 32, 'batch_size': 128, 'num_heads': 1, 'inner_dim': 256}; 0.0001
2; 645; {'lr': 0.0009292857142857143, 'num_layers': 8, 'dropout': 0.17857142857142855, 'mask_prob': 0.42999999999999994, 'upscale_dim': 14, 'batch_size': 128, 'num_heads': 2, 'inner_dim': 14}; 0.0068
2; 646; {'lr': 8.071428571428574e-05, 'num_layers': 1, 'dropout': 0.46428571428571425, 'mask_prob': 0.11499999999999998, 'upscale_dim': 128, 'batch_size': 128, 'num_heads': 32, 'inner_dim': 1024}; 0.0016
2; 647; {'lr': 1e-05, 'num_layers': 1, 'dropout': 0.14285714285714285, 'mask_prob': 0.185, 'upscale_dim': 256, 'batch_size': 128, 'num_heads': 32, 'inner_dim': 256}; 0.0004
2; 648; {'lr': 0.0007878571428571429, 'num_layers': 8, 'dropout': 0.46428571428571425, 'mask_prob': 0.46499999999999997, 'upscale_dim': 14, 'batch_size': 128, 'num_heads': 7, 'inner_dim': 112}; 0.0092
2; 649; {'lr': 0.0002928571428571429, 'num_layers': 8, 'dropout': 0.17857142857142855, 'mask_prob': 0.25499999999999995, 'upscale_dim': 32, 'batch_size': 128, 'num_heads': 1, 'inner_dim': 32}; 0.0065
2; 650; {'lr': 0.0004342857142857143, 'num_layers': 2, 'dropout': 0.3571428571428571, 'mask_prob': 0.01, 'upscale_dim': 64, 'batch_size': 128, 'num_heads': 1, 'inner_dim': 64}; 0.0005
2; 651; {'lr': 0.0003635714285714286, 'num_layers': 2, 'dropout': 0.5, 'mask_prob': 0.01, 'upscale_dim': 128, 'batch_size': 128, 'num_heads': 64, 'inner_dim': 256}; 0.0010
2; 652; {'lr': 0.001, 'num_layers': 8, 'dropout': 0.07142857142857142, 'mask_prob': 0.11499999999999998, 'upscale_dim': 128, 'batch_size': 128, 'num_heads': 32, 'inner_dim': 256}; 0.0004
2; 653; {'lr': 0.0002928571428571429, 'num_layers': 1, 'dropout': 0.46428571428571425, 'mask_prob': 0.25499999999999995, 'upscale_dim': 64, 'batch_size': 128, 'num_heads': 16, 'inner_dim': 64}; 0.0047
2; 654; {'lr': 0.000505, 'num_layers': 1, 'dropout': 0.3214285714285714, 'mask_prob': 0.185, 'upscale_dim': 64, 'batch_size': 128, 'num_heads': 16, 'inner_dim': 128}; 0.0001
2; 655; {'lr': 0.001, 'num_layers': 8, 'dropout': 0.25, 'mask_prob': 0.46499999999999997, 'upscale_dim': 14, 'batch_size': 128, 'num_heads': 7, 'inner_dim': 14}; 0.0059
2; 656; {'lr': 0.000505, 'num_layers': 1, 'dropout': 0.0, 'mask_prob': 0.185, 'upscale_dim': 14, 'batch_size': 128, 'num_heads': 14, 'inner_dim': 112}; 0.0074
2; 657; {'lr': 0.0007171428571428572, 'num_layers': 1, 'dropout': 0.07142857142857142, 'mask_prob': 0.29, 'upscale_dim': 32, 'batch_size': 128, 'num_heads': 8, 'inner_dim': 32}; 0.0000
2; 658; {'lr': 0.0007171428571428572, 'num_layers': 4, 'dropout': 0.2857142857142857, 'mask_prob': 0.46499999999999997, 'upscale_dim': 14, 'batch_size': 128, 'num_heads': 7, 'inner_dim': 28}; 0.0093
2; 659; {'lr': 0.0004342857142857143, 'num_layers': 4, 'dropout': 0.21428571428571427, 'mask_prob': 0.15, 'upscale_dim': 14, 'batch_size': 128, 'num_heads': 14, 'inner_dim': 28}; 0.0059
2; 660; {'lr': 0.0004342857142857143, 'num_layers': 4, 'dropout': 0.5, 'mask_prob': 0.29, 'upscale_dim': 128, 'batch_size': 128, 'num_heads': 64, 'inner_dim': 1024}; 0.0003
2; 661; {'lr': 0.0004342857142857143, 'num_layers': 2, 'dropout': 0.07142857142857142, 'mask_prob': 0.15, 'upscale_dim': 256, 'batch_size': 128, 'num_heads': 256, 'inner_dim': 1024}; 0.0002
2; 662; {'lr': 0.0005757142857142857, 'num_layers': 4, 'dropout': 0.3571428571428571, 'mask_prob': 0.21999999999999997, 'upscale_dim': 14, 'batch_size': 128, 'num_heads': 1, 'inner_dim': 56}; 0.0067
2; 663; {'lr': 0.001, 'num_layers': 8, 'dropout': 0.42857142857142855, 'mask_prob': 0.21999999999999997, 'upscale_dim': 32, 'batch_size': 128, 'num_heads': 32, 'inner_dim': 256}; 0.0005
2; 664; {'lr': 0.0009292857142857143, 'num_layers': 2, 'dropout': 0.5, 'mask_prob': 0.32499999999999996, 'upscale_dim': 128, 'batch_size': 128, 'num_heads': 1, 'inner_dim': 128}; 0.0001
2; 665; {'lr': 0.0008585714285714286, 'num_layers': 1, 'dropout': 0.46428571428571425, 'mask_prob': 0.32499999999999996, 'upscale_dim': 256, 'batch_size': 128, 'num_heads': 32, 'inner_dim': 512}; 0.0007
2; 666; {'lr': 0.0007878571428571429, 'num_layers': 4, 'dropout': 0.46428571428571425, 'mask_prob': 0.21999999999999997, 'upscale_dim': 32, 'batch_size': 128, 'num_heads': 4, 'inner_dim': 32}; 0.0002
2; 667; {'lr': 0.0007878571428571429, 'num_layers': 4, 'dropout': 0.0, 'mask_prob': 0.01, 'upscale_dim': 512, 'batch_size': 128, 'num_heads': 128, 'inner_dim': 1024}; 0.0006
2; 668; {'lr': 0.0002928571428571429, 'num_layers': 2, 'dropout': 0.5, 'mask_prob': 0.5, 'upscale_dim': 64, 'batch_size': 128, 'num_heads': 16, 'inner_dim': 64}; 0.0034
2; 669; {'lr': 1e-05, 'num_layers': 4, 'dropout': 0.14285714285714285, 'mask_prob': 0.32499999999999996, 'upscale_dim': 64, 'batch_size': 128, 'num_heads': 16, 'inner_dim': 128}; 0.0056
2; 670; {'lr': 8.071428571428574e-05, 'num_layers': 4, 'dropout': 0.07142857142857142, 'mask_prob': 0.07999999999999999, 'upscale_dim': 512, 'batch_size': 128, 'num_heads': 64, 'inner_dim': 4096}; 0.0008
2; 671; {'lr': 0.0005757142857142857, 'num_layers': 8, 'dropout': 0.10714285714285714, 'mask_prob': 0.39499999999999996, 'upscale_dim': 14, 'batch_size': 128, 'num_heads': 2, 'inner_dim': 14}; 0.0097
2; 672; {'lr': 1e-05, 'num_layers': 1, 'dropout': 0.25, 'mask_prob': 0.045, 'upscale_dim': 128, 'batch_size': 128, 'num_heads': 128, 'inner_dim': 256}; 0.0020
2; 673; {'lr': 0.0009292857142857143, 'num_layers': 1, 'dropout': 0.42857142857142855, 'mask_prob': 0.01, 'upscale_dim': 256, 'batch_size': 128, 'num_heads': 128, 'inner_dim': 256}; 0.0005
2; 674; {'lr': 0.0005757142857142857, 'num_layers': 2, 'dropout': 0.0, 'mask_prob': 0.185, 'upscale_dim': 512, 'batch_size': 128, 'num_heads': 256, 'inner_dim': 1024}; 0.0007
2; 675; {'lr': 0.0006464285714285715, 'num_layers': 2, 'dropout': 0.14285714285714285, 'mask_prob': 0.46499999999999997, 'upscale_dim': 128, 'batch_size': 128, 'num_heads': 1, 'inner_dim': 256}; 0.0000
2; 676; {'lr': 0.0007171428571428572, 'num_layers': 4, 'dropout': 0.14285714285714285, 'mask_prob': 0.07999999999999999, 'upscale_dim': 64, 'batch_size': 128, 'num_heads': 32, 'inner_dim': 512}; 0.0009
2; 677; {'lr': 0.0003635714285714286, 'num_layers': 4, 'dropout': 0.42857142857142855, 'mask_prob': 0.11499999999999998, 'upscale_dim': 128, 'batch_size': 128, 'num_heads': 8, 'inner_dim': 256}; 0.0002
2; 678; {'lr': 0.0004342857142857143, 'num_layers': 1, 'dropout': 0.03571428571428571, 'mask_prob': 0.36, 'upscale_dim': 512, 'batch_size': 128, 'num_heads': 256, 'inner_dim': 2048}; 0.0054
2; 679; {'lr': 0.0008585714285714286, 'num_layers': 8, 'dropout': 0.46428571428571425, 'mask_prob': 0.5, 'upscale_dim': 256, 'batch_size': 128, 'num_heads': 64, 'inner_dim': 256}; 0.9674
2; 680; {'lr': 8.071428571428574e-05, 'num_layers': 2, 'dropout': 0.0, 'mask_prob': 0.07999999999999999, 'upscale_dim': 32, 'batch_size': 128, 'num_heads': 8, 'inner_dim': 128}; 0.0175
2; 681; {'lr': 0.0003635714285714286, 'num_layers': 8, 'dropout': 0.25, 'mask_prob': 0.07999999999999999, 'upscale_dim': 256, 'batch_size': 128, 'num_heads': 64, 'inner_dim': 512}; 0.0013
2; 682; {'lr': 0.00015142857142857145, 'num_layers': 2, 'dropout': 0.42857142857142855, 'mask_prob': 0.21999999999999997, 'upscale_dim': 14, 'batch_size': 128, 'num_heads': 7, 'inner_dim': 28}; 0.0124
2; 683; {'lr': 0.0007171428571428572, 'num_layers': 1, 'dropout': 0.14285714285714285, 'mask_prob': 0.29, 'upscale_dim': 128, 'batch_size': 128, 'num_heads': 64, 'inner_dim': 1024}; 0.0057
2; 684; {'lr': 0.0008585714285714286, 'num_layers': 1, 'dropout': 0.5, 'mask_prob': 0.46499999999999997, 'upscale_dim': 512, 'batch_size': 128, 'num_heads': 256, 'inner_dim': 2048}; 0.0036
2; 685; {'lr': 0.001, 'num_layers': 8, 'dropout': 0.21428571428571427, 'mask_prob': 0.25499999999999995, 'upscale_dim': 64, 'batch_size': 128, 'num_heads': 16, 'inner_dim': 256}; 0.0066
2; 686; {'lr': 0.0004342857142857143, 'num_layers': 1, 'dropout': 0.25, 'mask_prob': 0.32499999999999996, 'upscale_dim': 256, 'batch_size': 128, 'num_heads': 32, 'inner_dim': 2048}; 0.0002
2; 687; {'lr': 0.00015142857142857145, 'num_layers': 8, 'dropout': 0.03571428571428571, 'mask_prob': 0.5, 'upscale_dim': 512, 'batch_size': 128, 'num_heads': 256, 'inner_dim': 4096}; 0.0032
2; 688; {'lr': 0.0008585714285714286, 'num_layers': 2, 'dropout': 0.10714285714285714, 'mask_prob': 0.46499999999999997, 'upscale_dim': 14, 'batch_size': 128, 'num_heads': 14, 'inner_dim': 28}; 0.0061
2; 689; {'lr': 0.00015142857142857145, 'num_layers': 4, 'dropout': 0.03571428571428571, 'mask_prob': 0.21999999999999997, 'upscale_dim': 64, 'batch_size': 128, 'num_heads': 64, 'inner_dim': 512}; 0.0001
2; 690; {'lr': 0.0006464285714285715, 'num_layers': 2, 'dropout': 0.2857142857142857, 'mask_prob': 0.15, 'upscale_dim': 512, 'batch_size': 128, 'num_heads': 128, 'inner_dim': 1024}; 1.0833
2; 691; {'lr': 0.0004342857142857143, 'num_layers': 2, 'dropout': 0.25, 'mask_prob': 0.42999999999999994, 'upscale_dim': 64, 'batch_size': 128, 'num_heads': 16, 'inner_dim': 128}; 0.0000
2; 692; {'lr': 8.071428571428574e-05, 'num_layers': 4, 'dropout': 0.2857142857142857, 'mask_prob': 0.25499999999999995, 'upscale_dim': 512, 'batch_size': 128, 'num_heads': 256, 'inner_dim': 512}; 0.0004
2; 693; {'lr': 0.0008585714285714286, 'num_layers': 2, 'dropout': 0.3214285714285714, 'mask_prob': 0.39499999999999996, 'upscale_dim': 14, 'batch_size': 128, 'num_heads': 14, 'inner_dim': 14}; 0.0090
2; 694; {'lr': 0.0003635714285714286, 'num_layers': 1, 'dropout': 0.46428571428571425, 'mask_prob': 0.21999999999999997, 'upscale_dim': 128, 'batch_size': 128, 'num_heads': 32, 'inner_dim': 512}; 0.0075
2; 695; {'lr': 0.0007878571428571429, 'num_layers': 8, 'dropout': 0.2857142857142857, 'mask_prob': 0.32499999999999996, 'upscale_dim': 14, 'batch_size': 128, 'num_heads': 2, 'inner_dim': 56}; 0.0061
2; 696; {'lr': 0.0004342857142857143, 'num_layers': 4, 'dropout': 0.5, 'mask_prob': 0.32499999999999996, 'upscale_dim': 512, 'batch_size': 128, 'num_heads': 512, 'inner_dim': 4096}; 0.9450
2; 697; {'lr': 8.071428571428574e-05, 'num_layers': 8, 'dropout': 0.3571428571428571, 'mask_prob': 0.15, 'upscale_dim': 128, 'batch_size': 128, 'num_heads': 64, 'inner_dim': 1024}; 0.0167
2; 698; {'lr': 0.0007171428571428572, 'num_layers': 1, 'dropout': 0.42857142857142855, 'mask_prob': 0.36, 'upscale_dim': 512, 'batch_size': 128, 'num_heads': 64, 'inner_dim': 4096}; 0.0008
2; 699; {'lr': 0.000505, 'num_layers': 8, 'dropout': 0.07142857142857142, 'mask_prob': 0.11499999999999998, 'upscale_dim': 32, 'batch_size': 128, 'num_heads': 16, 'inner_dim': 256}; 0.0002
2; 700; {'lr': 8.071428571428574e-05, 'num_layers': 8, 'dropout': 0.0, 'mask_prob': 0.045, 'upscale_dim': 512, 'batch_size': 128, 'num_heads': 32, 'inner_dim': 2048}; 0.0024
2; 701; {'lr': 0.00015142857142857145, 'num_layers': 1, 'dropout': 0.25, 'mask_prob': 0.29, 'upscale_dim': 14, 'batch_size': 128, 'num_heads': 14, 'inner_dim': 56}; 0.0111
2; 702; {'lr': 0.0003635714285714286, 'num_layers': 4, 'dropout': 0.17857142857142855, 'mask_prob': 0.5, 'upscale_dim': 64, 'batch_size': 128, 'num_heads': 16, 'inner_dim': 64}; 0.0002
2; 703; {'lr': 0.0003635714285714286, 'num_layers': 1, 'dropout': 0.46428571428571425, 'mask_prob': 0.39499999999999996, 'upscale_dim': 32, 'batch_size': 128, 'num_heads': 4, 'inner_dim': 32}; 0.0001
2; 704; {'lr': 0.0002928571428571429, 'num_layers': 4, 'dropout': 0.39285714285714285, 'mask_prob': 0.36, 'upscale_dim': 14, 'batch_size': 128, 'num_heads': 7, 'inner_dim': 56}; 0.0098
2; 705; {'lr': 0.00022214285714285717, 'num_layers': 4, 'dropout': 0.07142857142857142, 'mask_prob': 0.07999999999999999, 'upscale_dim': 32, 'batch_size': 128, 'num_heads': 1, 'inner_dim': 128}; 0.0000
2; 706; {'lr': 0.0008585714285714286, 'num_layers': 8, 'dropout': 0.3214285714285714, 'mask_prob': 0.185, 'upscale_dim': 14, 'batch_size': 128, 'num_heads': 2, 'inner_dim': 28}; 0.0059
2; 707; {'lr': 0.000505, 'num_layers': 8, 'dropout': 0.14285714285714285, 'mask_prob': 0.5, 'upscale_dim': 64, 'batch_size': 128, 'num_heads': 16, 'inner_dim': 256}; 0.0031
2; 708; {'lr': 8.071428571428574e-05, 'num_layers': 2, 'dropout': 0.46428571428571425, 'mask_prob': 0.185, 'upscale_dim': 128, 'batch_size': 128, 'num_heads': 1, 'inner_dim': 1024}; 0.0001
2; 709; {'lr': 0.001, 'num_layers': 8, 'dropout': 0.42857142857142855, 'mask_prob': 0.07999999999999999, 'upscale_dim': 64, 'batch_size': 128, 'num_heads': 8, 'inner_dim': 512}; 0.0003
2; 710; {'lr': 0.0006464285714285715, 'num_layers': 4, 'dropout': 0.3214285714285714, 'mask_prob': 0.185, 'upscale_dim': 32, 'batch_size': 128, 'num_heads': 1, 'inner_dim': 256}; 0.0074
2; 711; {'lr': 0.0004342857142857143, 'num_layers': 2, 'dropout': 0.2857142857142857, 'mask_prob': 0.045, 'upscale_dim': 14, 'batch_size': 128, 'num_heads': 2, 'inner_dim': 14}; 0.0098
2; 712; {'lr': 0.000505, 'num_layers': 2, 'dropout': 0.17857142857142855, 'mask_prob': 0.39499999999999996, 'upscale_dim': 14, 'batch_size': 128, 'num_heads': 14, 'inner_dim': 112}; 0.0090
2; 713; {'lr': 0.0008585714285714286, 'num_layers': 8, 'dropout': 0.21428571428571427, 'mask_prob': 0.21999999999999997, 'upscale_dim': 128, 'batch_size': 128, 'num_heads': 8, 'inner_dim': 128}; 0.0803
2; 714; {'lr': 0.0007171428571428572, 'num_layers': 4, 'dropout': 0.17857142857142855, 'mask_prob': 0.29, 'upscale_dim': 32, 'batch_size': 128, 'num_heads': 1, 'inner_dim': 128}; 0.0062
2; 715; {'lr': 0.0008585714285714286, 'num_layers': 4, 'dropout': 0.3571428571428571, 'mask_prob': 0.36, 'upscale_dim': 256, 'batch_size': 128, 'num_heads': 32, 'inner_dim': 2048}; 0.3529
2; 716; {'lr': 0.0003635714285714286, 'num_layers': 2, 'dropout': 0.2857142857142857, 'mask_prob': 0.185, 'upscale_dim': 14, 'batch_size': 128, 'num_heads': 14, 'inner_dim': 28}; 0.0070
2; 717; {'lr': 0.00015142857142857145, 'num_layers': 8, 'dropout': 0.46428571428571425, 'mask_prob': 0.07999999999999999, 'upscale_dim': 64, 'batch_size': 128, 'num_heads': 1, 'inner_dim': 64}; 0.0153
2; 718; {'lr': 8.071428571428574e-05, 'num_layers': 2, 'dropout': 0.5, 'mask_prob': 0.36, 'upscale_dim': 14, 'batch_size': 128, 'num_heads': 1, 'inner_dim': 112}; 0.0066
2; 719; {'lr': 8.071428571428574e-05, 'num_layers': 2, 'dropout': 0.39285714285714285, 'mask_prob': 0.11499999999999998, 'upscale_dim': 256, 'batch_size': 128, 'num_heads': 64, 'inner_dim': 512}; 0.0177
2; 720; {'lr': 8.071428571428574e-05, 'num_layers': 1, 'dropout': 0.42857142857142855, 'mask_prob': 0.42999999999999994, 'upscale_dim': 14, 'batch_size': 128, 'num_heads': 14, 'inner_dim': 112}; 0.0070
2; 721; {'lr': 0.0006464285714285715, 'num_layers': 4, 'dropout': 0.5, 'mask_prob': 0.46499999999999997, 'upscale_dim': 14, 'batch_size': 128, 'num_heads': 2, 'inner_dim': 56}; 0.0091
2; 722; {'lr': 0.0007171428571428572, 'num_layers': 2, 'dropout': 0.2857142857142857, 'mask_prob': 0.36, 'upscale_dim': 14, 'batch_size': 128, 'num_heads': 2, 'inner_dim': 14}; 0.0060
2; 723; {'lr': 0.000505, 'num_layers': 1, 'dropout': 0.5, 'mask_prob': 0.29, 'upscale_dim': 256, 'batch_size': 128, 'num_heads': 1, 'inner_dim': 256}; 0.0046
2; 724; {'lr': 8.071428571428574e-05, 'num_layers': 1, 'dropout': 0.46428571428571425, 'mask_prob': 0.46499999999999997, 'upscale_dim': 256, 'batch_size': 128, 'num_heads': 1, 'inner_dim': 512}; 0.0039
2; 725; {'lr': 0.0005757142857142857, 'num_layers': 4, 'dropout': 0.3571428571428571, 'mask_prob': 0.32499999999999996, 'upscale_dim': 128, 'batch_size': 128, 'num_heads': 8, 'inner_dim': 256}; 0.0001
2; 726; {'lr': 1e-05, 'num_layers': 1, 'dropout': 0.46428571428571425, 'mask_prob': 0.46499999999999997, 'upscale_dim': 32, 'batch_size': 128, 'num_heads': 8, 'inner_dim': 256}; 0.0049
2; 727; {'lr': 0.0007171428571428572, 'num_layers': 4, 'dropout': 0.17857142857142855, 'mask_prob': 0.07999999999999999, 'upscale_dim': 32, 'batch_size': 128, 'num_heads': 8, 'inner_dim': 256}; 0.0006
2; 728; {'lr': 0.001, 'num_layers': 4, 'dropout': 0.46428571428571425, 'mask_prob': 0.29, 'upscale_dim': 128, 'batch_size': 128, 'num_heads': 1, 'inner_dim': 1024}; 0.0102
2; 729; {'lr': 0.000505, 'num_layers': 8, 'dropout': 0.14285714285714285, 'mask_prob': 0.39499999999999996, 'upscale_dim': 64, 'batch_size': 128, 'num_heads': 64, 'inner_dim': 64}; 0.0005
2; 730; {'lr': 0.0002928571428571429, 'num_layers': 8, 'dropout': 0.46428571428571425, 'mask_prob': 0.32499999999999996, 'upscale_dim': 256, 'batch_size': 128, 'num_heads': 1, 'inner_dim': 512}; 0.0022
2; 731; {'lr': 1e-05, 'num_layers': 4, 'dropout': 0.46428571428571425, 'mask_prob': 0.5, 'upscale_dim': 32, 'batch_size': 128, 'num_heads': 32, 'inner_dim': 256}; 0.0040
2; 732; {'lr': 0.00015142857142857145, 'num_layers': 4, 'dropout': 0.0, 'mask_prob': 0.42999999999999994, 'upscale_dim': 512, 'batch_size': 128, 'num_heads': 512, 'inner_dim': 512}; 0.0002
2; 733; {'lr': 0.0002928571428571429, 'num_layers': 8, 'dropout': 0.3214285714285714, 'mask_prob': 0.29, 'upscale_dim': 32, 'batch_size': 128, 'num_heads': 8, 'inner_dim': 128}; 0.0001
2; 734; {'lr': 0.0002928571428571429, 'num_layers': 2, 'dropout': 0.2857142857142857, 'mask_prob': 0.21999999999999997, 'upscale_dim': 512, 'batch_size': 128, 'num_heads': 256, 'inner_dim': 1024}; 0.0073
2; 735; {'lr': 0.0003635714285714286, 'num_layers': 8, 'dropout': 0.14285714285714285, 'mask_prob': 0.15, 'upscale_dim': 256, 'batch_size': 128, 'num_heads': 1, 'inner_dim': 2048}; 0.0242
2; 736; {'lr': 0.0004342857142857143, 'num_layers': 8, 'dropout': 0.21428571428571427, 'mask_prob': 0.46499999999999997, 'upscale_dim': 256, 'batch_size': 128, 'num_heads': 256, 'inner_dim': 1024}; 0.0097
2; 737; {'lr': 1e-05, 'num_layers': 8, 'dropout': 0.46428571428571425, 'mask_prob': 0.29, 'upscale_dim': 256, 'batch_size': 128, 'num_heads': 1, 'inner_dim': 1024}; 0.0084
2; 738; {'lr': 0.0002928571428571429, 'num_layers': 8, 'dropout': 0.21428571428571427, 'mask_prob': 0.39499999999999996, 'upscale_dim': 256, 'batch_size': 128, 'num_heads': 64, 'inner_dim': 2048}; 0.0068
2; 739; {'lr': 0.0002928571428571429, 'num_layers': 2, 'dropout': 0.42857142857142855, 'mask_prob': 0.25499999999999995, 'upscale_dim': 14, 'batch_size': 128, 'num_heads': 2, 'inner_dim': 28}; 0.0068
2; 740; {'lr': 0.00015142857142857145, 'num_layers': 2, 'dropout': 0.2857142857142857, 'mask_prob': 0.01, 'upscale_dim': 256, 'batch_size': 128, 'num_heads': 32, 'inner_dim': 2048}; 0.0016
2; 741; {'lr': 0.0008585714285714286, 'num_layers': 4, 'dropout': 0.5, 'mask_prob': 0.32499999999999996, 'upscale_dim': 128, 'batch_size': 128, 'num_heads': 8, 'inner_dim': 128}; 0.0002
